sha256,file_identifier,aesthetic_score,captions,rendered,voxelized,num_voxels,cond_rendered,local_path
00a9e6b408116c317aecdba787ccfa7843602e0c3897fac625b339802adfbe73,J/B07QGSZ4YJ.glb,4.979038238525391,"[""Modern teal chair with cylindrical base and seat, curved semi-circular backrest partially wrapping around the seat with a gap below it for ergonomic appeal, padded circular seat, and rounded top backrest for comfort."", ""Teal modern chair with cylindrical base, semi-circular backrest, ergonomic gap, and rounded top."", ""Modern teal chair with cylindrical base, semi-circular backrest, and comfort features."", ""Teal chair with cylindrical base, semi-circular backrest, and ergonomic design."", ""Ergonomically designed teal chair with cylindrical base and semi-circular backrest."", ""Teal chair with cylindrical base and curve-shaped backrest."", ""Teal chair with base and semi-circular backrest."", ""Teal chair with curve-shaped backrest."", ""Teal chair with backrest arc."", ""Curved-back teal chair."", ""Teal chair.""]",False,False,0,True,raw/3dmodels/original/J/B07QGSZ4YJ.glb
00c3b7890cd580a3b8f9e7c25d9030c78d8a7f7882a185d0bf65c1f4fc5af0d3,7/B0825DBMT7.glb,5.191526412963867,"[""Modern metallic silver wall-mounted lamp with a dome-shaped head, adjustable cylindrical arms with hinges, circular base with screws, black coiled power cord, and overall length of 40-45 cm from the wall."", ""Silver wall-mounted lamp with adjustable arms and dome-shaped head"", ""Metallic silver, wall-mounted light with adjustable arms"", ""Modern lamp with a dome-head and adjustable arms"", ""Metallic, wall-mountable lamp with dome head"", ""Silver lamp with a dome head and arms"", ""Adjustable silver wall lamp with dome head"", ""Wall lamp with adjustable arms and head"", ""Silver dome-headed wall lamp"", ""Adjustable wall-mounted lamp"", ""Silver wall lamp""]",False,False,0,True,raw/3dmodels/original/7/B0825DBMT7.glb
00d2b0c2b486238f1eae77b619f1b84c9013e979469132cc54be88582076f0ee,7/B07B4MN127.glb,5.071491718292236,"[""An upholstered armchair with a rectangular form and rounded corners, a slanted backrest, wide flat seat, straight armrests, four short wooden legs, light off-white fabric, and matching thick seat and integrated backrest cushions."", ""Upholstered armchair with rectangular form, rounded corners, slanted backrest, wide seat, light fabric, and thick cushions."", ""Rectangular upholstered armchair with rounded corners, slanted backrest, wide seat, and thick, off-white cushions."", ""Armchair with rectangular form, rounded corners, wide seat, slanted backrest, and off-white upholstery."", ""Rectangular armchair with rounded corners, wide seat, and thick off-white cushions."", ""Upholstered armchair with a wide seat and thick, integrated cushions."", ""Rectangular armchair with wide seat and off-white fabric."", ""Armchair with rounded corners and thick cushions."", ""Rectangular, off-white upholstered armchair."", ""Wide-seated, rounded armchair."", ""Off-white armchair.""]",False,False,0,True,raw/3dmodels/original/7/B07B4MN127.glb
00da2999f7b8168a3d9d2861f769ae6ee25c61e0be6f990184c9862d9b84e7b5,D/B07L3XD93D.glb,5.180450439453125,"[""A modern ergonomic office chair with a five-pointed star base and caster wheels. It has a dark gray base, dark brown upholstered padded seat, high backrest with lumbar support, and padded armrests for comfort and professional look."", ""Ergonomic office chair, dark gray base, brown padded seat, high backrest, lumbar support, armrests."", ""Modern office chair with a brown padded seat, high backrest and caster wheels."", ""Ergonomic chair with lumbar support, high backrest, and armrests."", ""Modern gray office chair with high backrest."", ""Office chair with brown padded seat and backrest."", ""Gray chair with a brown upholstered seat."", ""Professional chair with lumbar support."", ""Dark gray office chair."", ""Brown padded chair."", ""Office chair.""]",False,False,0,True,raw/3dmodels/original/D/B07L3XD93D.glb
00e7a1a17e953bc15ef6491f141c78c71528f53119c7358144c1a7147b09be99,Z/B07MM487QZ.glb,5.427909851074219,"[""A rectangular bed with a dark, three-paneled headboard and minimal footboard, featuring a white mattress and bedding, two white rectangular pillows at the head, and visible from top, head-on, and side angles."", ""Rectangular bed with dark three-panel headboard, minimal footboard, and white bedding."", ""Dark headboard bed with white mattress, pillows and minimal footboard."", ""Three-panel headboard bed with white mattress and pillows."", ""Dark headboard bed with white bedding."", ""Rectangular bed with white bedding."", ""Three-panel bed with white mattress."", ""Dark headboard bed with pillows."", ""Bed with white mattress."", ""Dark headboard bed."", ""White bed.""]",False,False,0,True,raw/3dmodels/original/Z/B07MM487QZ.glb
01062f955218386b61d52aa43a6e9689aa3941c0b666dd2e1561336d55ce098c,N/B071J7Q9WN.glb,5.624732971191406,"[""Modern single-seater armchair with a slight recline, light brown leather cushions (rectangular with rounded edges), dark gray/black metal frame, padded armrests, and a sturdy continuous-support base."", ""Light brown leather, rounded-edge rectangular cushioned single-seater armchair with a recline, dark gray metal frame, and sturdy base."", ""Single-seater armchair with recline, light brown leather, rounded-edge cushions, dark gray frame, and sturdy base."", ""Modern armchair, reclining, with brown leather cushion, sturdy dark gray metal frame."", ""Brown leather single-seater recliner with a dark gray metal frame."", ""Reclining armchair, light brown leather cushion, dark gray frame."", ""Single-seater recliner, brown leather cushion, metal frame."", ""Brown leather reclining armchair, metal frame."", ""Leather recliner with metal frame."", ""Brown reclining armchair."", ""Recliner.""]",False,False,0,True,raw/3dmodels/original/N/B071J7Q9WN.glb
01175e9049af8d7690beebc0ea6eddfa76a1ba1a9945500e9805e9271b2e901b,M/B075HWDTMM.glb,4.969211578369141,"[""Tall, white ceramic vase with a circular top opening and angular, diamond-like facets on its smooth, reflective surface, tapering towards a small, slightly flattened base."", ""Tall, white ceramic vase with angular facets and a circular top."", ""White ceramic vase featuring angular diamond-like facets."", ""Tall, reflective white vase with angular surfaces."", ""Smooth, faceted white vase with tapering base."", ""Ceramic vase with diamond-like facets."", ""Faceted white vase, tapered bottom."", ""Reflective angular white vase."", ""Faceted angular ceramic vase."", ""White angular vase."", ""Vase.""]",False,False,0,True,raw/3dmodels/original/M/B075HWDTMM.glb
011fd421d662c0d0d91d546d87d66b4db4ded779eb045ac366d8f5f275a11fd7,R/B07B4MS6TR.glb,5.086805820465088,"[""Light-colored ottoman with two stacked, rounded-edge cushions and four short, medium-dark brown wooden legs in each corner."", ""Light-colored ottoman, two stacked cushions, four medium-dark wooden legs."", ""Light-colored ottoman with stacked cushions on wooden legs."", ""Ottoman with light cushions and four wooden legs."", ""Light-cushioned ottoman with four wooden legs."", ""Ottoman with cushions and four legs."", ""Ottoman with cushions on wooden legs."", ""Ottoman with stacked cushions and legs."", ""Cushioned ottoman with wooden legs."", ""Ottoman with cushions and legs."", ""Ottoman with cushions, legs.""]",False,False,0,True,raw/3dmodels/original/R/B07B4MS6TR.glb
01214d0b04dce7207ec27f17703e42c1675195c084cacb8b550679ee75291827,V/B07B8W8FBV.glb,4.976548194885254,"[""A cylindrical vase with white glazed surface, random patches of wear revealing beige or terracotta underneath, wide flared mouth, thick rolled rim, smooth texture with slight roughness in worn areas, and vintage look with crazed glaze pattern."", ""Cylindrical vase, white glaze, patches of beige and terracotta, flared mouth, rolled rim, slightly rough."", ""White glazed vase, beige/terracotta patches, wide flared mouth, roughness."", ""Cylindrical white vase, random beige patches, flared mouth."", ""White glazed vase, terracotta patches, flared mouth."", ""Cylindrical vase, worn white glaze, flared mouth."", ""Cylindrical vase, two-tone, flared mouth."", ""White, terracotta vase, flared mouth."", ""Cylindrical vase, multicolored, flared."", ""White, terracotta vase."", ""Vase, color patches.""]",False,False,0,True,raw/3dmodels/original/V/B07B8W8FBV.glb
01215bd12a47c270fca1bf078b059094769c603358140166fb428c86872630c5,P/B07P9Y4QGP.glb,4.755215644836426,"[""A modern, rectangular two-seater sofa with clean lines in light gray, featuring solid side and back arms, straight metallic legs, two thick, plush seat cushions, and slightly larger back cushions, all maintaining a minimalist uniform design."", ""Light gray, rectangular two-seater sofa with minimalist straight metal legs."", ""Two-seater sofa, light gray, metal legs, minimal design."", ""Modern gray sofa with metallic legs."", ""Rectangular gray sofa, metal legs."", ""Two-seater gray sofa, metal legs."", ""Light gray modern sofa."", ""Gray two-seater sofa."", ""Modern gray sofa."", ""Gray sofa."", ""Sofa.""]",False,False,0,True,raw/3dmodels/original/P/B07P9Y4QGP.glb
012c1d111f3943dab018fb260a6a6bf9bfbe68deede042f74da9835c649529ee,V/B07YBDP5HV.glb,4.64018440246582,"[""A white rectangular folding table with a smooth surface, black cylindrical metal legs that fold via hinges, horizontal support bars on the shorter sides, and gold-colored adjustable height components on the legs."", ""White rectangular table with black cylindrical legs, gold adjustable height parts."", ""White table, black cylindrical legs, gold adjustable height."", ""Smooth surfaced white table, foldable black legs."", ""White table with black folding legs."", ""Rectangular table, black foldable legs."", ""Foldable white table with adjustable height."", ""White table, black metal legs."", ""Rectangular foldable table."", ""Adjustable white table."", ""Foldable table.""]",False,False,0,True,raw/3dmodels/original/V/B07YBDP5HV.glb
0131fe71c14f647569e9396ff3aa1253af081e45cd0a825397e6d0e6610b6ee4,4/B0728NW8C4.glb,4.8781328201293945,"[""A single-seat upholstered armchair with a boxy rectangular design, light beige fabric, large rectangular backrest, matching seat cushion, thick rectangular armrests, and a solid base, all seamlessly integrated with uniform stitching."", ""Single-seat beige armchair with a boxy design and large rectangular backrest."", ""Boxy beige armchair with matching cushion and sizable backrest."", ""Single-seater armchair with a sizable, boxy beige design."", ""Large, boxy beige armchair with uniform stitching."", ""Single-seat, beige, boxy rectangular armchair."", ""Light beige, boxy, upholstered armchair."", ""Armchair with boxy beige design."", ""Beige, boxy armchair."", ""Boxy beige chair."", ""Beige chair.""]",False,False,0,True,raw/3dmodels/original/4/B0728NW8C4.glb
0136442e90465dc73e8eb70c8c15910e385162d31762adcf9796395104b7a705,3/B075X4F593.glb,4.992347717285156,"[""A modern, two-seat brown leather sofa with rectangular, stitched cushions, a continuous straight backrest with vertical stitching, gentle curved armrests, and four short rectangular legs."", ""Two-seat modern sofa with stitched brown leather cushions and a straight backrest."", ""Modern brown leather two-seater with a straight stitched backrest."", ""A brown two-seater with stitched cushions and vertical backrest."", ""Leather sofa with vertical stitching and curved armrests."", ""Modern sofa with a straight stitched backrest."", ""Two-seater brown leather couch."", ""Sofa with vertical stitching."", ""Modern brown two-seater."", ""Two-seat leather sofa."", ""Leather sofa.""]",False,False,0,True,raw/3dmodels/original/3/B075X4F593.glb
0155f9939ee70bd932ee94e66c78a4b24ec126b9a8cff2daec2cfb62f0aae0b4,X/B07G2H671X.glb,4.7004475593566895,"[""Modern dark gray leather loveseat with separate seat and back cushions, rectangular with slightly curved armrests, metallic thin angled legs, visible stitching matching the sofa's color, and a plain back panel with vertical stitching."", ""Dark gray leather loveseat with separate cushions, curved armrests, and metallic legs."", ""Leather loveseat, separate cushions, curved armrests, metallic legs."", ""Gray loveseat with separate cushions and metallic legs."", ""Modern dark gray leather loveseat with metallic legs."", ""Gray loveseat with separate cushions."", ""Dark gray loveseat with metallic legs."", ""Gray loveseat with metallic legs."", ""Dark gray loveseat."", ""Gray loveseat."", ""Loveseat.""]",False,False,0,True,raw/3dmodels/original/X/B07G2H671X.glb
015a320de904cf9b7e5435545a6a1f8854c283a79c76fce9260e92895c37469d,H/B07B4MTFRH.glb,4.850868701934815,"[""Modern armchair with boxy, rectangular design, off-white woven fabric, thick rectangular backrest and seat cushions, wide armrests at same height as backrest start, and slightly visible dark wooden legs. Cushions are plush, detachable, with noticeable seams."", ""Modern armchair with off-white fabric, thick rectangular cushions, wide armrests, and dark wooden legs."", ""An off-white modern armchair with wide armrests and noticeable dark legs."", ""Boxy armchair in off-white with plush cushions and dark legs."", ""Armchair with wide armrests, removable cushions, wooden legs."", ""Off-white armchair with thick cushions and dark legs."", ""Modern armchair with plush rectangular cushions."", ""Thick-cushioned armchair with dark wooden legs."", ""Wide-armrest armchair with dark legs."", ""Off-white chair with thick cushions."", ""Boxy armchair.""]",False,False,0,True,raw/3dmodels/original/H/B07B4MTFRH.glb
017c01c6fb952cfc1a7d7f492c4300dc6fecc1ac4dd33f7b3b5387e2d36a73b0,C/B07JW75VPC.glb,4.667466163635254,"[""Modern rectangular sofa with three evenly-sized rectangular backrest cushions, matching seat cushions, squared armrests slightly above the cushions, light gray fabric upholstery, defined cushion seams, and a subtle wooden trim around the base."", ""Modern sofa with three backrest cushions, seat cushions, squared armrests, light gray upholstery, and wooden trim."", ""Rectangular sofa with three cushions, square armrests, and wooden trim."", ""Modern sofa with three cushions, squared armrests, and wood trim."", ""Light gray sofa with squared armrests and wooden base."", ""Three-cushion sofa with squared armrests and wooden trim."", ""Rectangular sofa with square armrests and wooden trim."", ""Modern sofa with three cushions and wood base."", ""Gray sofa with square armrests and wood base."", ""Three-cushion sofa with wooden trim."", ""Sofa with three cushions and wood base.""]",False,False,0,True,raw/3dmodels/original/C/B07JW75VPC.glb
01a1fa696022bbed787ec0b6f9de6b9de70d570fe0d5ef2c5ad9034844b1d10e,H/B07B4MF6YH.glb,5.034815788269043,"[""Rectangular ottoman with slightly rounded cushioned top and four short, tapered wooden legs. The top cushion is beige fabric with plush layer overhanging a firmer base cushion of the same color and material; legs are dark brown wood."", ""Rectangular ottoman, beige cushioned top, overhanging plush layer, dark wooden legs."", ""Beige ottoman with plush layer and dark wooden legs."", ""Dark-legged, cushioned ottoman in beige."", ""Rectangular, plush topped ottoman."", ""Ottoman with wooden legs."", ""Cushioned, wooden ottoman."", ""Beige, plush ottoman."", ""Dark-legged ottoman."", ""Plush ottoman."", ""Ottoman.""]",False,False,0,True,raw/3dmodels/original/H/B07B4MF6YH.glb
01b95906bade1e32d91729786f4887b11730ce0802dff915810292f3517b45dd,6/B07DBDX446.glb,4.883208274841309,"[""Dark brown leather loveseat with a rectangular, boxy shape. Divided backrest and seat cushions, thick and slightly rounded. Solid, boxy armrests, short square legs, and visible stitching along seams. Cushions are integrated."", ""Dark brown leather loveseat, boxy with divided backrest, seat cushions, and solid armrests."", ""Leather loveseat with boxy armrests, divided backrest, and integrated cushions."", ""Dark brown loveseat with solid armrests and thick cushions."", ""Leather loveseat with divided backrest and square legs."", ""Brown loveseat with solid armrests and visible stitching."", ""Boxy leather loveseat with integrated cushions."", ""Brown loveseat with solid armrests."", ""Leather loveseat with thick cushions."", ""Dark brown boxy loveseat."", ""Brown leather loveseat.""]",False,False,0,True,raw/3dmodels/original/6/B07DBDX446.glb
01d2af4d50cbb58cb7316a8833022a2f622bba1afbfa46b21105d87cf0b3c139,3/B075YNL7R3.glb,4.734903335571289,"[""A tall, rectangular, light-colored wooden storage unit with a vertical backboard, six evenly spaced shelves, and golden U-shaped metal brackets at the front and rear of each shelf for support."", ""Rectangular wooden storage unit, tall, with six steady shelves and U-shaped metal brackets."", ""Tall, light-wood storage unit with six shelves and U-shaped brackets."", ""Tall wooden unit with six shelves and metal brackets."", ""Tall storage unit with evenly spaced shelves."", ""Tall wood unit with six shelves."", ""Storage unit with metal brackets."", ""Wooden six-shelf unit."", ""Tall wooden shelves."", ""Six-shelf unit."", ""Shelving unit.""]",False,False,0,True,raw/3dmodels/original/3/B075YNL7R3.glb
01d77f5879d6580a7bdf8fc2d7ea7c979a094edd203a6c58aa75cd827bba6f7c,6/B073G8Q656.glb,4.745325088500977,"[""A traditional two-seater sofa with rectangular, soft-edged shape, light beige color, two separate seat and backrest cushions, slightly higher backrest than armrests, rounded armrests, a fabric skirt, and visible seams suggesting durable stitching."", ""Two-seater beige sofa, rectangular, soft edges, separate cushions, fabric skirt."", ""Beige two-seater sofa, soft edges, separate cushions, fabric skirt."", ""Rectangular two-seater sofa, beige, cushioned, soft edges."", ""Traditional beige sofa, separate cushions, fabric skirt."", ""Two-seat sofa, beige, cushioned, round armrests."", ""Rectangular sofa, two-seater, soft beige."", ""Traditional beige sofa, cushioned."", ""Two-seater, soft beige sofa."", ""Soft beige, two-seat sofa."", ""Beige sofa, two seats.""]",False,False,0,True,raw/3dmodels/original/6/B073G8Q656.glb
01d9494d0538727f6423c7ceb6f1f8e32185e99f0c3c5086a01114ee2ed7977f,1/B07QC84LP1.glb,5.230323314666748,"[""Office-style light brown swivel chair, faux-leather upholstery, chrome five-leg base with wheels, tufted backrest with buttons, integrated curved armrests, cushioned rounded seat, height adjustable with black central cylinder."", ""Light brown office chair with faux-leather upholstery, chrome base and tufted backrest."", ""Brown swivel chair with chrome base, faux-leather upholstery and tufted backrest."", ""Office chair with brown faux-leather, chrome base, and tufted backrest."", ""Brown leather office chair with chrome base and tufted back."", ""Swivel office chair with chrome base and leather upholstery."", ""Brown office chair with chrome base and armrests."", ""Leather office chair with tufted back and wheels."", ""Brown swivel chair with chrome base."", ""Compound office chair with armrests."", ""Swivel chair with base.""]",False,False,0,True,raw/3dmodels/original/1/B07QC84LP1.glb
0210710f52f93813e85872ddac76bb0a4449649ba69d51b8ebf8a461c422bcf4,O/B01D7PG5EO.glb,5.884100437164307,"[""High-back office chair with a built-in headrest, brown mottled leather, white piping, padded armrests, five-star metallic wheeled base, and adjustment mechanisms for tilt and height."", ""Brown office chair with headrest, white piping, padded armrests, wheeled base, tilt and height adjustments."", ""High-back chair with mottled brown leather, white piping, padded armrests, wheeled base, and adjustment mechanisms."", ""Brown high-back office chair with white detailing, padded armrests, adjustable height and tilt."", ""Office chair with headrest, white piping, padded armrests, and adjustable tilt and height."", ""Mottled leather office chair with adjustments, white piping and padded armrests."", ""Brown leather chair with white details, padded armrests and adjustments."", ""High-back chair with padding, white piping, and adjustments."", ""Brown chair with white piping and adjustments."", ""Padded brown chair with adjustments."", ""Adjustable brown chair.""]",False,False,0,True,raw/3dmodels/original/O/B01D7PG5EO.glb
0233361a30bf6aae4bb4d7b3dc725df484c351712b08d9a58d817659a6765ec1,V/B07LC84ZYV.glb,5.871696949005127,"[""A rectangular bed with a white mattress on a light brown wooden frame, featuring a headboard and a slightly curved footboard, all flush against the floor."", ""Rectangular bed, white mattress, light brown wooden frame, headboard, curved footboard flush floor."", ""Bed with white mattress, wooden frame, headboard, curved footboard against floor."", ""White mattress on a wooden bed frame, flush against floor."", ""Rectangular bed with a headboard, flush against the floor."", ""Bed with white mattress on a wooden frame."", ""Bed with headboard and curved footboard."", ""Wooden bed frame with white mattress."", ""Bed with white mattress on floor."", ""White mattress on wooden bed."", ""Wooden bed and white mattress.""]",False,False,0,True,raw/3dmodels/original/V/B07LC84ZYV.glb
024c87aa7634f6ac1de4bb1d8cf8985363ad8eccd6ab6d72c1ed75ea7637c8a5,3/B075YMN1T3.glb,5.302351474761963,"[""A modern armchair with light beige fabric, a rectangular shape with curved edges, an integrated curved backrest and armrests, a flat cushion seat, and four outwardly angled tapered wooden legs with a reddish-brown finish."", ""Light beige modern armchair sporting a rectangular shape with curved edges and integrated backrest."", ""Modern armchair with beige fabric, curved rectangle shape, and integrated backrest."", ""Beige armchair with curved rectangular shape and integrated backrest."", ""Curved rectangular beige armchair with integrated backrest."", ""Beige armchair with integrated curved backrest."", ""Fabric armchair with curved integrated backrest."", ""Armchair with integrated curved backrest."", ""Beige chair with curved backrest."", ""Curved backrest beige chair."", ""Beige curved chair.""]",False,False,0,True,raw/3dmodels/original/3/B075YMN1T3.glb
025955d0ad2be961208119ab86b950f9b77d2966eaf38af7588c8f9c3d01129c,D/B07MNYG18D.glb,5.00937032699585,"[""A modern office chair with chrome metal base, hydraulic height adjustment, five casters, rectangular cushioned backrest and seat with horizontal stitching, upholstered in rich brown fabric."", ""Modern office chair with chrome base, hydraulic height adjustment, five casters, rectangular cushioned backrest and seat, brown fabric upholstery."", ""A modern office chair with chrome base, hydraulic height adjust, five wheels, cushioned backrest and seat in brown."", ""Office chair with chrome metal base, adjustable height, five wheels, cushioned backrest and seat in brown color."", ""Chair with metal base, height adjustment, five wheels, cushioned back and seat, brown upholstery."", ""Office chair with chrome base, height adjustment, cushioned back and seat, brown."", ""Adjustable modern chair with chrome base, cushioned parts, and brown upholstery."", ""Brown office chair with adjustable height and cushioned structure."", ""Adjustable chair with brown upholstery and cushioning."", ""Modern adjustable brown office chair."", ""Brown office chair.""]",False,False,0,True,raw/3dmodels/original/D/B07MNYG18D.glb
02702cd2ef50928fdf691d478e2f078df012c72245927cb989286aa261cd49f8,3/B07G33RYW3.glb,4.523938655853272,"[""A modern, minimalist sofa with a sleek rectangular shape, light gray upholstery, two large straight back cushions, two plush seat cushions, straight padded armrests, metallic black angled legs extending upwards around the armrests, and a plain back panel."", ""Modern minimalist sofa with light gray upholstery and angled black legs."", ""Sleek, rectangular, light gray minimalist sofa with black legs."", ""Minimalist sofa with gray upholstery, black legs."", ""Sofa with light gray upholstery, black legs."", ""Gray upholstered sofa with black legs."", ""Light gray, minimalist sofa."", ""Gray sofa with black legs."", ""Modern gray sofa."", ""Gray sofa, black legs."", ""Gray sofa.""]",False,False,0,True,raw/3dmodels/original/3/B07G33RYW3.glb
